제목,날짜,제목_긍정,제목_부정,제목_중립,스크립트_긍정,스크립트_부정,스크립트_중립
"[간밤 월드뉴스 총정리] 엔비디아 뒤 이을 AMD/ 라이브네이션 왜 무너졌나/ 머스크 10% 지분 매각, 꼼수 논쟁/ 암호화폐 대세 상승기?",2021-11-09,4.66e-05,6.11e-05,0.99989235,0.05980648,0.06424921,0.87594426
'멜트업' 뉴욕 증시.. 인플레가 브레이크될까 / 김현석의 월스트리트나우,2021-11-09,4.32e-05,5.62e-05,0.9999006,0.033462558,0.022541888,0.9439956
"가까워진 팬데믹 종식...톰 리 ""연말 S&P 최소 4800"" / 김현석의 월스트리트나우",2021-11-06,0.000280575,0.000255919,0.9994635,0.03172524,0.05610886,0.9121659
"[간밤 월드뉴스 총정리] S&P 상승률, 한·중·일·유럽 두 배/ 화이자와 모더나의 엇갈린 운명/  또 터진 암호화폐 사기/ 미 국경 개방 앞두고 경고장 보낸 유럽",2021-11-06,5.66e-05,0.000133945,0.99980944,0.060526073,0.07996782,0.8595061
“테이퍼링 아니라 금리 올려도 괜찮다”는 블랙록의 주장 / 김현석의 월스트리트나우,2021-11-05,7.31e-05,0.000159632,0.99976724,0.016371107,0.05546089,0.92816794
"[간밤 월드뉴스 총정리] 영국의 금리 동결에 놀란 채권 시장/ 테이퍼링 확정에 S&P 또 최고치/ 모더나·펠러톤 왜 급락했나/ 美 정치인들, 비트코인으로 월급",2021-11-05,4.92e-05,0.000109766,0.999841,0.06284522,0.15255515,0.7845996
(※배꼽주의※) 경제뉴스가 이렇게 재밌다고?! 한경이 선정한 빵터지는 '재길 발랄' 유머 모음.zip,2021-11-05,6.37e-05,3.96e-05,0.99989665,0.10916351,0.06757848,0.82325804
"[간밤 월드뉴스 총정리] 테이퍼링 확정에도 증시 최고 왜?/ 공화당의 버지니아 승리 의미/ 우버·리프트, 본격적인 흑자 기업?/ 원유 증산 앞두고 유가 급락/ 밈 주식의 귀환",2021-11-04,4.25e-05,4.87e-05,0.9999088,0.04051804,0.09528036,0.86420155
'일시적일 것으로 예상되는' 인플레이션? Dovish로 받아들인 시장 Hawkish로 끝날 것이란 월가/김현석의 월스트리트 나우,2021-11-04,0.000132867,0.000823823,0.9990433,0.020103343,0.03486279,0.94503385
파월 의장의 선택? ① 경기 둔화 ② 인플레 ③ 바보 / 김현석의 월스트리트나우,2021-11-03,0.000212447,0.001497309,0.99829024,0.029356364,0.07234771,0.89829594
[간밤 월드뉴스 총정리] 테이퍼링 직전 주가 왜 또 최고치?/ 이재용 운동복이 17% 급등한 이유/ 교육주 체그 하루 50% 급락/ 내일 두 배 뛸 이 종목/ 야후마저 중국 철수,2021-11-03,0.002428948,0.7183174,0.27925363,0.09300028,0.12919281,0.77780694
[간밤 월드뉴스 총정리] 금주 중앙은행 회의서 터질 한 마디 ‘아! 인플레’/ 스퀴드게임 코인은 왜 ‘제로’가 됐나/ 사람들 모인다…급등한 극장주/ 전기차 혁신의 원년,2021-11-02,4.94e-05,4.07e-05,0.9999099,0.08790535,0.06959217,0.8425025
'멜트업' 테슬라가 끌어올린 나스닥…Fed가 유동성 거둔다면? / 김현석의 월스트리트나우,2021-11-02,0.001475844,0.00032327,0.9982008,0.038096167,0.04446989,0.9174339
시장 도전 받는 중앙은행들/ 김현석의 월스트리트나우,2021-11-01,6.96e-05,4.24e-05,0.99988806,0.001547509,0.014694678,0.98375785
"[간밤 월드뉴스 총정리] FAANG 가고 MAMATA 온다/ 애크먼은 왜 “Fed, 금리 빨리 올리라”고 했나/ 전기차, 추가 비상 위한 임계점 돌파/ 파죽지세 이더리움",2021-10-30,8.88e-05,3.81e-05,0.99987304,0.077743,0.07595814,0.8462988
애플·아마존 딛고 S&P 4600 돌파…Fed '일시적 인플레' 주장 접나 / 김현석의 월스트리트나우,2021-10-30,0.981247,0.007770327,0.010982624,0.026085764,0.06879289,0.9051214
장 마감 뒤 터진 애플&아마존 폭탄…폭죽 너무 빨리 터트렸나 / 김현석의 월스트리트나우,2021-10-29,0.000984762,0.12590325,0.873112,0.039806485,0.09798308,0.8622104
"[간밤 월드뉴스 총정리] ‘메타’로 바꾼 페북 “새 크리에이터, 수백만 명”/ 애플·아마존 “ 공급차질 크다”/ 미국 스태그플레이션 위험 또 경고/ ECB가 다른 길 가는 배경은?",2021-10-29,4.51e-05,0.000102901,0.99985206,0.047359,0.097219035,0.8554219
"[간밤 월드뉴스 총정리] “미국 공급난 내년까지 지속”/ 테슬라 겨냥한 GM·포드/ 루시드, 드디어 전기차 인도/ 차익실현 매물 쏟아진 암호화폐/ 널뛰기하는 ‘트럼프’ 주가",2021-10-28,0.001408562,0.99133915,0.007252294,0.06122983,0.15982215,0.778948
"갑작스런 캐나다의 매파 전환…놀란 월가 ""Fed도?"" / 김현석의 월스트리트나우",2021-10-28,0.000212886,0.000472264,0.9993149,0.007008414,0.035421103,0.9575705
[간밤 월드뉴스 총정리] “애플 영향 없다”는 트위터/ 로빈후드 주가 왜 폭락?/ 미국 집값 급등세 진정 기미/ 테마주 ‘트럼프 미디어’ 30% 급락한 이유,2021-10-27,0.00019146,0.008484714,0.9913238,0.10735859,0.10219492,0.79044646
"계속 오르는 뉴욕 증시…테슬라, DWAC, 비트코인 ETF는 왜 떨어졌나/ 김현석의 월스트리트나우",2021-10-27,8.07e-05,8.25e-05,0.9998367,0.050874393,0.06031276,0.8888128
"[간밤 월드뉴스 총정리] ‘빅테크 훈풍’ 예고한 페이스북/ 13배 뛴 뒤 급락한 트럼프 미디어/ 현물 부족한 유가, 진짜 100달러 가나?/ 미 노동력 부족 원인이 ‘부자 급증?’",2021-10-26,4.34e-05,5.1e-05,0.9999056,0.10633789,0.14791758,0.7457445
"1조 달러 돌파한 테슬라, 자사주 매입으로 살아난 페이스북/ 김현석의 월스트리트나우",2021-10-26,0.9011405,0.004407072,0.0944524,0.023584042,0.083311476,0.8931045
[간밤 월드뉴스 총정리] 실적 앞두고 우수수 떨어진 빅테크 주가/ 파월이 쓰겠다는 물가 잡는 수단?/ 트럼프 미디어 주가 또 2배/ 채권왕이 ‘투자 매력 없는 시장’ 말한 이유는?,2021-10-23,0.000751831,0.093695454,0.9055527,0.03724339,0.11036006,0.8523966
스냅과 트럼프미디어에서 알 수 있는 것/ 김현석의 월스트리트나우,2021-10-23,0.000108474,0.00011548,0.99977607,0.017416427,0.08569759,0.896886
"뛰는 금리, 그래도 기술주 괜찮다? / 김현석의 월스트리트나우",2021-10-22,5.58e-05,6.17e-05,0.99988246,0.04297114,0.05770726,0.8993216
[간밤 월드뉴스 총정리] 테슬라 목표 주가 뒤늦게 무더기 상향/ 23일 헝다 사형선고 내린다/ 인텔·IBM·스냅 주가 왜 급락했나/ 엇갈린 대표 항공사들의 운명,2021-10-22,0.9696367,0.029751237,0.000612059,0.0382312,0.1318828,0.82988596
"인플레, 달러, 금리의 향방…월가의 분석들/ 김현석의 월스트리트나우",2021-10-21,4.8e-05,9.46e-05,0.9998574,0.042527836,0.034561563,0.9229106
"[간밤 월드뉴스 총정리] 페이팔 주가 왜 급락했나/ 비트코인만 최고가, 이유는?/ 뚝 떨어진 미국 성장률 다음주 공개/ 페이스북 아니라 페이크북?",2021-10-21,0.000615465,0.9946384,0.004746184,0.09930477,0.07021684,0.8304783
"사라진 비관론, 시장 점령한 FOMO(추격 매수)/ 김현석의 월스트리트나우",2021-10-20,0.015008925,0.003516263,0.9814749,0.027924705,0.05005387,0.9220214
"[간밤 월드뉴스 총정리 1,000만 가입자 모으는 오징어 게임/ 페이스북의 암호화폐 도전기/ 월마트 넣고 타겟 뺀 건?/ 구글폰 이번엔 진짜라는데/ 유가 공포 커진다",2021-10-20,6.88e-05,5.5e-05,0.99987626,0.11947283,0.098720886,0.7818063
"[간밤 월드뉴스 총정리]실적발표 앞둔 테슬라의 자신감/비트코인 ETF, 줄줄이 승인?/ 아이칸은 왜 증시 정체 경고했나/ 다음주 빅테크가 올해 증시 좌우/ 中 경제, 추운 겨울로?",2021-10-19,0.000127783,8.29e-05,0.9997893,0.062271092,0.074592024,0.863137
"곰(Bear)은 돌아서고, 황소는 바나나에 휩싸이다 / 김현석의 월스트리트나우",2021-10-19,0.000525839,0.6054047,0.39406946,0.019195635,0.039057475,0.94174683
"[간밤 월드뉴스 총정리] 비트코인, 6개월만에 전 고점 돌파?/ 소매판매 왜 자꾸 늘지?/ 방역 안한 스웨덴, 미 물가 미래/ 국경 개방에 미국 인력난 숨통",2021-10-16,0.003038097,0.000194432,0.9967675,0.095573775,0.061178688,0.84324753
"바뀌는 월가 내러티브, 스태그플레이션→리플레이션/ 김현석의 월스트리트나우",2021-10-16,8.26e-05,5.56e-05,0.99986184,0.030246576,0.034134347,0.93561906
조정은 끝났나? 기술주 폭등 이유?/ 김현석의 월스트리트나우,2021-10-15,0.000554306,0.021074973,0.97837067,0.021068815,0.025696525,0.9532347
[간밤 월드뉴스 총정리] 다음주 비트코인 ETF 승인?/ 집밥 먹던 소비자들 외식…피자점 비상/ 링크드인이 중국 떠나도 끄떡없는 MS/ 유가 급등에도 증산 못하는 셰일 왜?,2021-10-15,5.19e-05,4.53e-05,0.99990284,0.07726807,0.08116841,0.84156346
스태그플레이션을 반영하기 시작한 금리/ 김현석의 월스트리트나우,2021-10-14,4.75e-05,5.85e-05,0.999894,0.019907853,0.030329153,0.949763
"[간밤 월드뉴스 총정리] 3분기 실적 첫발 좋았는데 주가 하락 왜?/ 미 최대 통신사 주가, 11년만에 최저/ 주택 임차료가 물가 발목 잡네/ 테이퍼링, 다음달 진짜 시작",2021-10-14,0.001055761,0.9981552,0.000788997,0.056824926,0.10238961,0.84078544
내년 1월이면 기업 이익이 꺾일 것이란 분석/ 김현석의 월스트리트나우,2021-10-13,0.000125054,0.000154654,0.9997203,0.02409097,0.10047956,0.87542945
"[간밤 월드뉴스 총정리] 미국 퇴사자 급증이 인플레 부추긴다니/ GM과 LG의 진실 게임, 승자는/ 털썩한 반도체 주가, 더 떨어진다고?/ 커지는 3분기 실적 둔화 우려",2021-10-13,0.002886356,0.6588123,0.3383014,0.02410396,0.17356877,0.8023273
미친 유가와 스태그플레이션 공포…파헤쳐 봤습니다/ 김현석의 월스트리트나우,2021-10-12,8.7e-05,0.000123387,0.9997897,0.025240956,0.04449974,0.9302593
"9월 고용은 ‘OK’, 더 중요한 어닝시즌 출발/ 김현석의 월스트리트나우",2021-10-09,4.7e-05,3.53e-05,0.9999176,0.018780075,0.078009546,0.90321034
[간밤 월드뉴스 총정리] 스태그플레이션 경고한 석학/ 유가·금리 또 뛴 이유/ 뒤늦은 자동차 주가 상승 왜?/ 법인세 하한이 끼칠 영향은/ 다음주 물가·은행주 주목,2021-10-09,3.64e-05,7.86e-05,0.9998851,0.03215874,0.06572473,0.90211654
"크리스마스는 취소됐다! 할로윈도, 블랙프라이데이도/ 김현석의 월스트리트나우",2021-10-08,4.4e-05,0.000153525,0.99980253,0.017353721,0.106242284,0.87640387
[간밤 월드뉴스 총정리] 시바이누 뭐길래 3.5배?/ “미 부채위기 없다”/ 투자은행 “페이스북 끄떡없다”/ 미·중 다시 화해 모드로?/ 물가 내년에 잡힌다는 IMF,2021-10-07,3.52e-05,6.99e-05,0.99989486,0.05118727,0.083672084,0.8651407
"또 폭락 위기에 처했던, 뉴욕 증시를 구한 두 사람/ 김현석의 월스트리트나우",2021-10-07,0.000226977,0.004497436,0.9952756,0.007161798,0.023512363,0.9693259
펩시코 실적에서 알 수 있는 네 가지 / 김현석의 월스트리트나우,2021-10-06,0.000392296,0.000974135,0.99863356,0.058203213,0.056399442,0.8853973
"[간밤 월드뉴스 총정리] 유럽서 하루 20% 뛴 가스 가격/ 미 부채 타결 초읽기?/ 서비스업황 국가마다 다른 이유?/ IMF ""내년 선진국만 회복""/ 뉴욕 부동산 거래 폭발 왜?",2021-10-06,7.41e-05,6.1e-05,0.9998648,0.033621956,0.063107654,0.90327036
"흔들리는 10월, 하반월부터는 괜찮다?/ 김현석의 월스트리트나우",2021-10-05,4.08e-05,0.000158192,0.9998011,0.020555632,0.08193183,0.8975125
"[간밤 월드뉴스 총정리] 물가 압력·시장 충격 클거란 석학들/ 헝다, 두번째 지분매각했지만/ 유가 7년만에 최고 찍어도 미 셰일업체들 조용?/ 다시 비상할 준비 마친 자동차업계",2021-10-05,3.76e-05,0.000221685,0.9997408,0.030732123,0.15135214,0.81791574
"알약 하나로 급반등했지만…""변동성 이어질 것""/김현석의 월스트리트나우",2021-10-02,0.000329386,0.000117663,0.999553,0.032000545,0.055290747,0.9127087
"[간밤 월드뉴스 총정리] 미국 신용 강등 경고한 기관들/ 하루에 2,000조원 몰린 이 상품/ 글로벌 물가 급등의 종착점은?/ 암호화폐 왜 10% 뛰었나",2021-10-02,0.000275096,0.009631457,0.9900934,0.057991073,0.06894167,0.87306726
폭락세로 마감한 9월…걱정 가득한 10월/김현석의 월스트리트나우,2021-10-01,3.04e-05,8.64e-05,0.9998832,0.014092182,0.07225339,0.91365445
[간밤 월드뉴스 총정리] 고개 든 스태그플레이션 공포/ 쇼핑객 급감…쑥대밭된 백화점 주식/ 미국 셧다운 피했지만 더 큰 거 남았다/ 중남미 금리인상 도미노,2021-10-01,2.85e-05,0.000116471,0.99985504,0.01805146,0.11532873,0.8666198
"""미국 '부도'보다 핵전쟁 확률이 높다""…과연? / 김현석의 월스트리트나우",2021-09-30,0.000343148,0.000689708,0.99896705,0.020983532,0.052609213,0.9264072
"[간밤 월드뉴스 총정리] 1달러숍, 1달러 정책 포기 후 주가 폭등/ 일본 증시, 새 총리에 실망한 이유/ Fed 위원 “내년 경제 좋을 것”/ 미 안경점, 상장 직후 34% 급등",2021-09-30,4.41e-05,0.000325252,0.9996307,0.015112539,0.06553774,0.9193497
엇갈린 월가 라이벌…JP모간 '상승' vs 모건스탠리 '조정'/ 김현석의 월스트리트나우,2021-09-29,0.000481565,0.003554554,0.9959638,0.007520624,0.058451056,0.9340283
[간밤 월드뉴스 총정리] 10월 중순 ‘증시 파국’ 경고한 이유/ ‘최고 실적’에도 무너진 반도체주/ 미 소비심리 둔화 뚜렷?/ 왜 중국 성장 전망 낮추나/ 첫 로봇 선보인 아마존,2021-09-29,3.54e-05,7.37e-05,0.9998908,0.014160248,0.1659944,0.8198453
"빅테크보다 에너지·금융주, 높아진 금리의 의미는?/ 김현석의 월스트리트나우",2021-09-28,4.67e-05,4.52e-05,0.9999081,0.02490358,0.032344908,0.9427515
"""앞으로 며칠은 격렬한 시간이 될 것""/ 김현석의 월스트리트나우",2021-09-27,4.21e-05,6.15e-05,0.9998964,0.00562924,0.028864676,0.96550614
"""Fed가 달라졌어요""…금리 폭등, 긴장한 증시/ 김현석의 월스트리트나우",2021-09-25,0.000113913,0.000836811,0.9990493,0.00953839,0.028419293,0.9620424
"[간밤 월드뉴스 총정리] 암호화폐 가격 왜 박살났나?/ “헝다는 중국 문제”라는 미·유럽/ 영국 정부가 기름 수송에 군 투입하려는 사연/ ‘빅 쇼트’ 버리, SEC에 딱 걸렸다",2021-09-25,4.34e-05,0.000212046,0.9997446,0.032855432,0.11660325,0.85054135
"강남 집값 같은 미국 주식, 테이퍼링 발표에 치솟은 이유/ 김현석의 월스트리트나우",2021-09-24,5.97e-05,4.42e-05,0.99989605,0.01387314,0.04368345,0.94244343
"[간밤 월드뉴스 총정리]  유가 또 100달러 넘나? / 테슬라, 내년 4월 자율주행 두뇌 내놓는다 / 헝다 파산 준비하는 중국 정부 / 각국 금리인상 경쟁 시작됐다",2021-09-24,3.91e-05,0.000231499,0.99972945,0.06892456,0.095702715,0.83537287
[간밤 월드뉴스 총정리] 12월의 Fed 점도표가 중요한 이유 / 넷플릭스 주가 왜 급등? / Fed가 내년 공격적인 매로 바뀔 거라는 다이먼 / 비상 걸린 미국의 보험사들,2021-09-23,8.55e-05,0.000108777,0.9998056,0.038677957,0.11553084,0.8457912
"11월 테이퍼링, 내년 금리 인상…뉴욕 증시 버텨낼까/ 김현석의 월스트리트나우",2021-09-23,4.88e-05,5.58e-05,0.99989533,0.013401422,0.011559028,0.97503954
"기준금리 인상, 2022년으로 빨라질까/ 김현석의 월스트리트나우",2021-09-22,6.33e-05,5.63e-05,0.99988043,0.020357285,0.04463591,0.93500686
"[간밤 월드뉴스 총정리] 미국 성장률 급락한다고? / Fed, 내년 금리인상 공식화하나 / 페덱스 ‘어닝 쇼크’가 의미하는 것 / 뉴욕 빌딩 줄줄이 사들이는 빅테크 왜?",2021-09-22,0.000132059,0.001483649,0.99838424,0.06005745,0.10081685,0.8391257
"[간밤 월드뉴스 총정리] 中 헝다 23일 파산 돌입?/ 美 입국 규제 완화하자 날개 단 항공주/ 광고 회사로 변신한 아마존?/ 코인베이스, 돌연 대여서비스 중단",2021-09-21,0.001007802,0.88109386,0.11789838,0.029099993,0.1451922,0.8257078
'블랙먼데이'에도 장막판 살아난 저가매수/ 김현석의 월스트리트나우,2021-09-21,0.23685652,0.022357631,0.74078584,0.01709231,0.06917309,0.9137347
[간밤 월드뉴스 총정리] 美 추가 접종 좌절 후 모더나 주가는? / Fed가 경제 전망 낮출 거라는데 / 미·중 이어 미·EU 대립 격화 이유는 / ‘헝다 사태’가 별거 아니라는데,2021-09-18,0.000566807,0.06934188,0.9300913,0.027629154,0.17483638,0.7975344
‘걱정의 바다’ 빠진 美 증시…JP모간은 왜 매수 외치나 / 김현석의 월스트리트나우,2021-09-18,7.68e-05,0.000599211,0.9993241,0.019141633,0.042717308,0.93814105
시한폭탄 '부채한도'…월가가 숨죽인 이유/ 김현석의 월스트리트나우,2021-09-17,4.62e-05,6.01e-05,0.9998938,0.005464308,0.05374236,0.9407934
[간밤 월드뉴스 총정리] 미국 증시에 지뢰밭 많다는 기관들 왜? / 소매판매 깜짝 증가로 금값 하락 / GM은 줄이고 포드는 늘린 것은? / 중국 투자 기회 많다는 SC 회장님,2021-09-17,4.99e-05,8.13e-05,0.99986875,0.04564513,0.1137172,0.84063756
골드만삭스는 왜 중국 투자를 권하나 / 김현석의 월스트리트나우,2021-09-16,0.000777866,0.001330054,0.9978921,0.037881345,0.053562842,0.9085558
"[간밤 월드뉴스 총정리] 달리오 ""암호화폐 가치 없다! 현금보다 낫지만""",2021-09-16,5.86e-05,5.28e-05,0.99988854,0.084864855,0.080570266,0.83456486
"인플레이션 꺾였는데, 뉴욕 증시는 왜 내렸나 / 김현석의 월스트리트나우",2021-09-15,4.68e-05,0.000100267,0.9998529,0.019422837,0.032211833,0.94836533
[간밤 월드뉴스 총정리] 아이폰13 발표하자 주가 1% 빠진 애플,2021-09-15,0.002330347,0.9748088,0.02286077,0.06587827,0.11167195,0.82244986
[간밤 월드뉴스 총정리] 암호화폐 뒤흔든 라이트코인 사기 수법은?,2021-09-14,4.42e-05,6.29e-05,0.99989295,0.053307246,0.09752293,0.84916985
델타 변이는 넘었지만...'걱정의 벽' 더 남았다 / 김현석의 월스트리트나우,2021-09-14,4.54e-05,0.000624238,0.9993304,0.011030728,0.038900215,0.950069
금리 오를 일만 남았다? 지뢰밭 같은 9월 / 김현석의 월스트리트나우,2021-09-13,4.39e-05,8.77e-05,0.9998684,0.013111393,0.02150745,0.96538115
[간밤 월드뉴스 총정리] 3.3% 급락한 애플…월가에 퍼진 ‘조정’ 공포,2021-09-11,0.000575706,0.90862584,0.09079844,0.05136383,0.16308859,0.7855475
"시진핑의 몽니, 미국 인플레 더 치솟나 / 김현석의 월스트리트나우",2021-09-11,8.68e-05,7.31e-05,0.99984,0.04021916,0.05494208,0.90483874
"'시장 엉망됐다'는 월가 전설, 에너지주 사는 이유는? /  김현석의 월스트리트나우",2021-09-10,5.54e-05,9.8e-05,0.9998467,0.01080284,0.0731519,0.9160453
[간밤월드뉴스 총정리] 휘청대는 브라질…울고 싶은 채권 투자자들 / 조재길의 글로벌마켓 나우,2021-09-10,0.000106052,0.000736688,0.9991573,0.019105922,0.076065406,0.90482855
[간밤월드뉴스 총정리] 미국 고용 부진에 미국 팔고 유럽 주식 사라?,2021-09-09,0.000169056,0.006114466,0.99371654,0.002230908,0.074082956,0.92368615
"테이퍼링 없을 9월 FOMC, 꼭 지켜봐야 할 이유 / 김현석의 월스트리트나우",2021-09-09,4.47e-05,4.93e-05,0.99990606,0.006588513,0.040735673,0.9526758
"[간밤월드뉴스 총정리] 캐시 우드 ""2038년까지 강세장""…이유는?",2021-09-08,0.9899312,0.000779683,0.009289106,0.031678963,0.065488696,0.9028324
"골드만의 세번째 성장률 하향 vs UBS ""델타 변이 정점"" / 김현석의 월스트리트나우",2021-09-08,0.000394328,0.001690151,0.99791545,0.019358734,0.059869546,0.9207717
"""기술의 시대, FAANG 10개 더 나온다"" / 김현석의 월스트리트나우",2021-09-07,0.000112007,5.55e-05,0.9998324,0.008051197,0.022931857,0.9690169
"[간밤월드뉴스 총정리] 기니 쿠데타, 中 경제 때리고 호주엔 수혜",2021-09-07,0.96469194,0.006146686,0.029161407,0.019527508,0.042226993,0.93824553
"미뤄진 테이퍼링, 달러 강세 꺾이나 / 김현석의 월스트리트나우",2021-09-06,5.29e-05,8.87e-05,0.9998584,0.004985851,0.018657072,0.97635716
[간밤월드뉴스 총정리] 미국 투기등급 채권도 연수익률 3.5%,2021-09-06,0.006007093,0.005019639,0.9889733,0.027359292,0.06561013,0.9070306
테이퍼링 걱정은 끝! 하지만 스태그플레이션? / 김현석의 월스트리트나우,2021-09-04,4.7e-05,0.000106162,0.9998467,0.007708993,0.048964582,0.9433264
"파월 연임되면 변심? 채권왕 ""1년래 금리 2%""↓/김현석의 월스트리트나우",2021-09-03,4.3e-05,5.22e-05,0.99990475,0.01005858,0.042663794,0.94727767
쏟아지는 고용 악재…9월 테이퍼링 가능성↓/ 김현석의 월스트리트나우,2021-09-02,9.79e-05,0.001494108,0.99840814,0.008685874,0.056178845,0.9351353
가장 위험한 달 9월…위협 요인 총정리 / 김현석의 월스트리트나우,2021-09-01,3.28e-05,5.13e-05,0.99991596,0.023237795,0.05764812,0.91911405
"파월, 기술주 봉인 해제했나…나스닥 폭등 지속 / 김현석의 월스트리트나우/",2021-08-31,0.001793002,0.007601151,0.9906059,0.024035998,0.02242023,0.9535437
9월은 조정의 시기가 될 것인가 / 김현석의 월스트리트나우,2021-08-30,3.95e-05,8.53e-05,0.9998752,0.00691224,0.026948573,0.96613914
"파월, 뭐라 했길래…기술주 날고, 지수 또 사상 최고/ 김현석의 월스트리트나우",2021-08-28,0.5260801,0.026425269,0.44749463,0.020211589,0.029108811,0.95067954
봐야할 건 금리 인상/김현석의 월스트리트나우,2021-08-27,4.73e-05,4.08e-05,0.9999119,0.004538935,0.03827309,0.957188
"[뉴욕 현지 LIVE] 기록 행진 속 상승하는 금리, 금융주 매수할 때? / 김현석의 월스트리트나우",2021-08-26,5.85e-05,4.61e-05,0.99989533,0.06424719,0.0212933,0.9144595
"[뉴욕 현지 LIVE] 15000 넘은 나스닥, 가장 큰 적은 인프라딜?/ 김현석의 월스트리트나우/",2021-08-25,0.000138275,0.00013932,0.9997224,0.019599037,0.040971577,0.9394294
"[뉴욕 현지 LIVE] 끊임없는 저가매수…""조정 사라진 건 Fed 덕분""/ 김현석의 월스트리트나우",2021-08-24,0.010476552,0.00222097,0.98730254,0.033932947,0.029487854,0.93657935
"[뉴욕 현지 LIVE] 선수 친 캐플런, 관심 식어버린 잭슨홀 미팅 / 김현석의 월스트리트나우",2021-08-23,6.31e-05,4.33e-05,0.99989367,0.031086156,0.02622528,0.9426885
[뉴욕 현지 LIVE] 매파 카플란의 전향...하지만 올해 테이퍼링 불가피? / 김현석의 월스트리트나우,2021-08-21,0.000121299,7.49e-05,0.99980384,0.022250814,0.02678007,0.95096904
[뉴욕 현지 Live] 하락은 추세적 vs. 계절적 요인에 불과/ 김현석의 월스트리트나우/,2021-08-20,0.000186799,0.00217684,0.9976363,0.089395225,0.078094654,0.8325102
[뉴욕 현지 LIVE] 김현석의 월스트리트나우/ 테이퍼링 실시되면 주식 폭락하나,2021-08-19,5.61e-05,0.000132243,0.9998116,0.00736381,0.04449979,0.9481365
"[뉴욕 현지 LIVE] 김현석의 월스트리트나우/ 악화할 경제지표 vs. ""델타 변이는 마지막 파동""",2021-08-18,5.6e-05,6.11e-05,0.9998828,0.025626164,0.08912558,0.8852482
"[뉴욕 현지 LIVE] 김현석의 월스트리트나우/ 델타변이 확산 속, S&P 500 두 배 올랐다",2021-08-17,0.000381683,8.69e-05,0.9995315,0.02155297,0.117486015,0.860961
"[현지LIVE] ""델타 변이는 정점, 금리는 바닥 쳤다""는 주장 / 김현석의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제",2021-08-13,5.46e-05,0.000153729,0.9997917,0.012170578,0.043437857,0.94439155
"인플레, 정점 지났지만 높게 지속될 것이란 경고/ 김현석의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제",2021-08-12,0.000433056,0.005753588,0.9938134,0.009307207,0.025579898,0.96511286
"인프라딜, ‘유동성 정점’ 논란 속 새 돈줄 되나 / 김현석의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제",2021-08-11,0.000457083,0.006412218,0.9931306,0.00636259,0.025162915,0.96847445
델타 변이 확산이 곧 '피크'를 칠 것이란 예상 / 김현석의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제,2021-08-10,5.64e-05,9.4e-05,0.99984956,0.012062277,0.04473259,0.9432051
"고용·물가 쌍끌이 급등?…美 증시, 조기 긴축에 '촉각' / 조재길의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제",2021-08-09,4.3e-05,4.22e-05,0.99991477,0.03633054,0.03852394,0.92514557
"美 고용 지표에 쏠린 눈…""Fed, 긴축 앞당길 수도"" / 조재길의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제",2021-08-06,7.77e-05,6.54e-05,0.9998568,0.044750102,0.025994768,0.929255
"두 배 뛴 로빈후드 주가…Fed는 ""내년 금리인상 조건 충족"" / 조재길의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제",2021-08-05,0.001546615,0.000579744,0.99787354,0.01922265,0.045560535,0.9352168
"""역시 믿을 건 기업 실적뿐""…델타 확산에도 뛴 美 증시 / 조재길의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제",2021-08-04,5.56e-05,3.91e-05,0.9999052,0.022077076,0.047936387,0.9299865
[간밤월드뉴스 총정리] 美 고용 호조?…Fed 정책 바꿀 지표 쏟아진다,2021-08-02,0.003457433,0.000211485,0.99633104,0.0113485,0.070913725,0.9177378
"엉망으로 나온 GDP, 사상 최고치 찍은 다우 지수 / 김현석의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제",2021-07-30,0.00031025,0.000240642,0.9994491,0.020823294,0.039478846,0.9396979
7월 FOMC 상세 분석...더 미뤄진 테이퍼링? 8월 잭슨홀은 그냥 지나갈 것이란 예상/ 김현석의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제,2021-07-29,4.08e-05,4.23e-05,0.9999168,0.000449405,0.006289013,0.9932615
중국 증시 폭락은 미국에 나쁠까?/ 김현석의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제,2021-07-28,5.64e-05,0.000264151,0.99967945,0.03782011,0.07486079,0.8873191
"악재 쏟아졌지만, 뉴욕 증시가 상승한 까닭/ 김현석의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제",2021-07-27,6.25e-05,6.92e-05,0.9998684,0.024128895,0.049703933,0.9261672
"다음주 FOMC 예상, 그리고 파월 경질설의 배경/ 김현석의 월스트리트나우/ 출근전 글로벌 이슈 월나우/ 한국경제",2021-07-23,7.31e-05,0.000107672,0.9998192,0.007483698,0.026506362,0.9660099
