제목,날짜,긍정,부정,중립,제목_긍정,제목_부정,제목_중립
"""딱 3가지만 지키세요"" 평범한 사람이 부자가 되는 가장 확실한 루틴",2022-01-15,0.000850921,0.009805246,0.9893438,7.95E-05,2.97E-05,0.9998908
"""월 400 버는데, 400 다 씁니다"" 가장 빠르게 부자 되려면 소비부터 멈추세요",2022-01-14,0.000768384,0.013431218,0.9858003,0.000538029,0.000210769,0.9992512
무주택자가 내집 마련하는 가장 현실적인 3가지 방법,2022-01-13,0.000661561,0.003395319,0.99594307,4.87E-05,4.69E-05,0.9999044
"가까워진 대선행 급행열차, GTX-D 다시 부활할까?",2022-01-12,0.011358106,0.006450274,0.98219156,4.32E-05,3.85E-05,0.99991834
"혼돈의 2022년, 부동산 구매 더욱 조심해야 하는 이유 [김경민/서울대학교 환경대학원 도시계획 전공 교수]",2022-01-11,0.002305166,0.007113084,0.99058175,7.09E-05,5.01E-05,0.9998789
돈 관리 못하는 2030을 위한 현명한 소비 습관,2022-01-11,0.001051488,0.004589703,0.99435884,0.000119895,9.07E-05,0.9997894
2022년 '내 집값' 오를지 떨어질지 확인하는 방법 [김경민/서울대학교 환경대학원 도시계획 전공 교수],2022-01-10,0.001138949,0.018762033,0.980099,4.61E-05,3.84E-05,0.9999155
"""월 수입 0원"" 벼랑 끝에 몰린 30대 어떻게 해야할까요?",2022-01-09,0.000696008,0.002879531,0.9964245,5.62E-05,0.000184163,0.9997596
부자되려면 반드시 버려야 하는 것,2022-01-08,0.003533065,0.015328104,0.9811388,0.00047469,0.000228379,0.9992969
자산 격차로 열등감을 느끼는 당신이 지금 당장 해야할 일,2022-01-07,0.001056822,0.030306615,0.96863663,0.000399985,0.000639185,0.99896085
"""고졸로 5년만에 집 4채를 소유했습니다"" 부자가 되는데 학력이 중요하지 않은 이유",2022-01-06,0.004190287,0.007168042,0.9886417,0.000893943,0.000544685,0.9985613
2022 부동산 시장 뒤흔들 변수는? [오건영 3부],2022-01-05,0.001394156,0.033209402,0.96539646,5.34E-05,3.80E-05,0.99990857
부자들은 금리 오르면 ‘이렇게’ 행동합니다 [오건영 2부],2022-01-04,0.001925689,0.016186468,0.9818879,7.20E-05,7.61E-05,0.9998518
2022년 경제가 최근 3년과 다르게 가는 이유 [오건영 1부],2022-01-03,0.003478774,0.007618483,0.98890275,4.24E-05,4.24E-05,0.99991524
[풀버젼] 2022년 부동산 전망을 위한 2021년 부동산 총정리 [아기곰/부동산재야의고수],2022-01-02,0.002917149,0.015836619,0.9812461,4.28E-05,4.27E-05,0.9999145
푼돈 아낄 줄 아는 사람이 결국 부자됩니다,2022-01-01,0.001023434,0.016028404,0.98294806,0.000941126,0.001127397,0.9979315
1주택자는 매도할 때 꼭 ‘이 순서’를 지켜야 손해 안 봅니다,2021-12-31,0.001360186,0.011646195,0.98699355,0.001054481,0.003976154,0.9949694
결혼 고민 중인 2030은 인생 계획 ‘이렇게’ 세우세요,2021-12-30,0.000601192,0.002011061,0.9973877,7.54E-05,5.26E-05,0.9998721
"결국 ‘누더기 된’ 부동산 세금, 세무사도 세무상담을 포기했다.",2021-12-29,0.002022503,0.016714586,0.98126286,0.000575419,0.060610812,0.93881375
"3년만 이렇게 살면, 직장동료와 다른 삶을 경험합니다 [송희구 2부]",2021-12-28,0.000647853,0.003625237,0.99572694,0.000600501,0.00029571,0.9991037
최악의 박탈감을 겪고 있는 당신이 봐야할 영상 [송희구 1부],2021-12-27,0.000877863,0.004855452,0.9942666,0.000352993,0.28095543,0.7186915
"저축 어렵다면 매달 나가는 보험, 카드값부터 확인하세요",2021-12-26,0.003162253,0.01564539,0.98119235,0.000268927,0.000177939,0.99955314
"2년 안에 1억 모을건데, 집값이 기다려줄까요?",2021-12-25,0.00454539,0.003691656,0.9917629,4.87E-05,4.94E-05,0.999902
100억 코인 투자자가 알려주는 실전투자법 [레스큐 3부],2021-12-24,0.000858022,0.034619626,0.9645224,0.000272014,0.000100829,0.9996271
하락장에서 멘탈 잡기 어려운 사람들은 2가지만 따라하세요,2021-12-23,0.001048952,0.016578792,0.9823722,0.000209801,0.003791231,0.995999
20대 100억 코인부자가 말하는 전업투자자의 삶 [레스큐 2부],2021-12-22,0.000974924,0.002053971,0.996971,5.58E-05,3.88E-05,0.99990535
요즘 신혼부부들이 '이것' 때문에 혼인신고 못 하고 있습니다.,2021-12-21,0.000489918,0.009953226,0.9895569,5.41E-05,0.000151643,0.9997943
20대 100억 코인 부자가 압구정 현대아파트 산 이유 [레스큐 1부],2021-12-20,0.000453436,0.018482778,0.9810638,5.72E-05,7.27E-05,0.99987006
주담대 + 현금 탈탈 털어도 내 집 마련 어렵다면?,2021-12-19,0.000670781,0.011091651,0.98823756,0.000161863,8.94E-05,0.99974877
1주택자 '이 루트'로 자산은 2배가 됩니다,2021-12-18,0.001155549,0.005469332,0.99337506,0.001501467,0.000919002,0.9975795
집값 상승 다 놓쳤어도 아직 '부자될 기회'가 있습니다,2021-12-17,0.008081828,0.00901406,0.9829041,0.000135287,8.17E-05,0.999783
"지방에서 높은 연봉받는 2030, 서울 고집하지 마세요",2021-12-16,0.000659368,0.003035765,0.996305,6.05E-05,4.66E-05,0.99989283
부자가 될 수 밖에 없는 성공 습관의 유형 [송사무장 3부 @hank_tv ],2021-12-15,0.001862608,0.014202289,0.98393506,0.000177971,7.34E-05,0.99974865
"1주택자 양도세 비과세 9억 → 12억, 부동산 시장 전망은?",2021-12-15,0.002182211,0.010607198,0.98721063,4.36E-05,4.43E-05,0.999912
2022년엔 현금 묶어두지 말고 자산의 크기를 키워야 하는 이유 [송사무장 2부 @hank_tv ],2021-12-14,0.001750926,0.004360827,0.9938882,8.18E-05,4.63E-05,0.99987185
직업 귀천 따지지 말고 일단 5천만 원 모으세요 [송사무장 1부 @hank_tv ],2021-12-13,0.000677395,0.004851468,0.99447113,7.13E-05,5.58E-05,0.9998729
내 집 마련에 눈 뜬 2030이 자신부터 챙겨야 하는 이유,2021-12-12,0.000628954,0.002392426,0.9969786,0.000103152,7.14E-05,0.99982554
"아등바등 서울아파트 사는 부부, 경기도 아파트로 나가도 괜찮은 이유",2021-12-11,0.005366301,0.009211908,0.98542184,4.77E-05,4.70E-05,0.99990535
하고싶은 일과 전공이 다를 땐 '이렇게' 생각해보세요,2021-12-10,0.002199121,0.010907833,0.986893,0.000165503,0.000284517,0.9995499
지금 서울에서 청약 준비중이라면 알아봐야 할 제도,2021-12-10,0.020496553,0.003482496,0.97602093,4.79E-05,6.27E-05,0.9998894
"안정 VS 공격, 투자 성향으로 확 바뀌는 당신의 미래",2021-12-09,0.004845501,0.010090066,0.9850643,0.000666125,0.000358163,0.99897563
나라가 망해도 '절대 망하지 않는' 입지의 조건 [김시덕 박사 3부],2021-12-08,0.006205909,0.015800383,0.9779938,8.95E-05,0.000108557,0.99980193
1주택의 가장 현명한 투자전략,2021-12-08,0.000897096,0.00498843,0.99411446,0.000261242,8.76E-05,0.9996512
결국 돈이 되는 지역은 정해져 있습니다 [김시덕 박사 2부],2021-12-07,0.001782035,0.026541306,0.97167665,5.71E-05,0.000121284,0.9998216
하락장에 패닉온 사람들이 꼭 봐야할 영상,2021-12-07,0.008703961,0.041458428,0.94983757,0.000104642,0.005512212,0.9943831
"초고령화 시대, 내 집이 '평지'에 있는지 살펴봐야 하는 이유 [김시덕 박사 1부]",2021-12-06,0.000615747,0.01780645,0.9815778,4.39E-05,4.36E-05,0.9999124
10년만 참으면 로또맞는 기적의 내 집 마련 방법,2021-12-05,0.001574531,0.011684002,0.9867415,6.46E-05,4.26E-05,0.99989283
불안한 시장 상황에 돈이 쏠리고 있는 이곳,2021-12-04,0.001727941,0.004059297,0.99421275,5.40E-05,6.27E-05,0.9998833
재테크 성향이 다른 남녀가 만나면 이렇게 됩니다,2021-12-03,0.000771633,0.007987157,0.9912412,7.26E-05,4.20E-05,0.99988544
2022년 집값은 어떻게 될까? 매도우위 하락전환+이자6%의시대,2021-12-02,0.002286543,0.010125322,0.9875881,3.98E-05,4.00E-05,0.9999201
격변하는 전월세 시장에 직격탄 맞은 우리들,2021-12-01,0.003680951,0.013421488,0.9828975,0.000702568,0.9072976,0.09199982
이 신호들로 돈의 흐름을 확인하세요 [KBS 박종훈기자 /@e-hanbang ],2021-11-30,0.009500274,0.024523713,0.965976,8.88E-05,6.51E-05,0.9998461
1억으로 지방 아파트 투자해 빠르게 자산 불리는 방법 [렘군/@prng_official],2021-11-30,0.000946217,0.005360396,0.9936935,0.000132833,6.19E-05,0.9998053
부동산 언제 팔아야 할지 모르겠다면 이 방법 쓰면 됩니다. [렘군/ @부동산전망 No.1렘군 ],2021-11-29,0.001106731,0.013136937,0.9857564,4.15E-05,4.13E-05,0.99991715
보험사 연금보험 가입하지 말고 저축하세요 [김현우 행복자산관리연구소],2021-11-28,0.003016081,0.010591075,0.9863929,0.001595577,0.000396111,0.99800843
부자되는 성격? 절대 믿지 마세요 본인 의지에 달려있습니다,2021-11-27,0.001134703,0.028938867,0.9699263,0.000444667,0.000251054,0.9993043
"서울 외 수도권, 지역별 특징을 모두 알려드립니다 [이상우 / 인베이드투자자문 대표]",2021-11-27,0.001251816,0.007489712,0.99125844,4.37E-05,4.87E-05,0.9999075
최악의 경제버블 터지면 이렇게 됩니다,2021-11-26,0.007269931,0.03918234,0.95354784,0.001748576,0.12148518,0.8767662
역대급 종부세 고지서에 스펙터클해진 부동산 시장,2021-11-25,0.009169352,0.004034115,0.9867965,7.32E-05,4.85E-05,0.9998783
미국 중국 싸우는데 한국이 위기에 처한 이유,2021-11-24,0.00035442,0.000790995,0.9988545,0.000651447,0.9643324,0.035016146
"돈줄 조이고 금리 올리는 지금, 어떻게 대처할까?",2021-11-24,0.009491586,0.02350044,0.967008,0.000107397,0.000121716,0.99977094
지금 집 살지말지 고민된다면 이 영상 꼭 보세요 [이상우 / 인베이드투자자문대표],2021-11-23,0.000767779,0.002215416,0.9970168,4.41E-05,4.03E-05,0.9999156
2022년 부동산은 어떻게 될까? 정책 진단과 대전망 [이상우 / 인베이드투자자문대표],2021-11-23,0.007255234,0.006783253,0.9859615,4.46E-05,3.68E-05,0.9999187
"집한채 가진 부모님, 집값 8억 넘어가면 건보료 폭탄맞는다 [김현우 행복자산관리연구소]",2021-11-22,0.001262799,0.007684902,0.99105227,4.12E-05,6.16E-05,0.99989724
[풀버젼] 2022년 조정올까? 내집마련 신중해야 하는 이유 [심교언/건국대 부동산학과 교수],2021-11-21,0.006909102,0.016823022,0.9762679,4.08E-05,4.43E-05,0.9999149
서울 신축아파트 마지막 사다리에 청약 포기자 속출하는 이유,2021-11-20,0.006141473,0.02405055,0.969808,3.83E-05,5.87E-05,0.99990296
"지금 다니는 회사, 시스템을 배워서 어디서든 써먹어야 합니다",2021-11-19,0.000671621,0.012546903,0.9867814,0.000228612,0.000231261,0.9995401
2022 국민의힘 대선후보 윤석열 부동산공약 총정리,2021-11-18,0.004593751,0.00981249,0.98559374,4.36E-05,3.54E-05,0.99992096
2022 더불어민주당 대선후보 이재명 부동산공약 총정리,2021-11-17,0.000754225,0.002556309,0.99668944,4.38E-05,3.50E-05,0.9999212
임장 다닐 땐 지역의 ‘이 분위기’를 꼭 살펴보세요_4부 [너나위 / @weolbu_official ],2021-11-16,0.001127576,0.007525884,0.99134654,3.73E-05,4.26E-05,0.9999201
초보자는 딱 두개의 단어만 기억하면 됩니다_3부 [너나위 @월급쟁이부자들TV ],2021-11-16,0.001150106,0.015134383,0.9837154,4.75E-05,4.43E-05,0.9999081
이 루틴을 지키면 부자됩니다_2부 [너나위 / @weolbu_official ],2021-11-15,0.000976464,0.01716337,0.9818602,7.91E-05,4.86E-05,0.9998723
평범한 사람도 종이 한장 차이로 부자가 됩니다_1부 [너나위 @weolbu_official ],2021-11-15,0.001303254,0.00584552,0.99285126,6.45E-05,5.07E-05,0.99988484
"미혼도 일반평수 ‘특공 전형’ 지원 가능, 상황별 청약 전략",2021-11-14,0.000913953,0.007135773,0.9919503,4.36E-05,7.34E-05,0.99988306
앞으로 전세 대출도 막힙니다,2021-11-13,0.016835362,0.017148364,0.96601623,0.000232358,0.000311885,0.99945575
3기 신도시 기다린다면 꼭 알고가세요 [구만수 4부/부동산학박사],2021-11-12,0.000845079,0.004120662,0.9950342,4.09E-05,5.27E-05,0.9999064
“지금 대출 받지 마세요” 폭등하는 금리와 상황별 대출 전략,2021-11-12,0.00234958,0.015086325,0.98256403,5.85E-05,0.000101346,0.99984026
집값 폭락을 바라는 이들을 향한 현실적인 조언 [구만수 3부/부동산학박사],2021-11-11,0.000808427,0.013318507,0.98587304,4.28E-05,3.96E-05,0.9999176
망해가는 상권 인수해 핫플레이스 만든 부동산 개발비법 [유정수/글로우서울 대표],2021-11-11,0.000724122,0.012585788,0.98669016,5.47E-05,3.52E-05,0.9999101
요소수 대란이 건설업에 주는 영향,2021-11-10,0.003067161,0.044017643,0.95291513,0.00013077,0.000723131,0.9991461
2021년 부동산 불패 신화가 전국으로 번진 이유 [구만수 1부/국토도시계획기술사사무소 대표],2021-11-09,0.000677155,0.002456613,0.99686617,3.73E-05,4.15E-05,0.9999212
비정상적인 집값 폭등을 유발한 근본적인 원인 [구만수 2부/국토도시계획기술사사무소 대표],2021-11-09,0.000545171,0.012497633,0.98695713,3.74E-05,6.95E-05,0.99989307
"현재 금리인상이 내 주식, 내 집에 미칠 영향 [박세익 3부/체슬리주식회사 전무]",2021-11-08,0.010385813,0.02437847,0.9652357,4.75E-05,3.63E-05,0.9999162
돈 있는데 내 집 한 채 없으면 숏 포지션인 이유 [박세익 2부/체슬리주식회사 전무],2021-11-07,0.001280507,0.038740452,0.959979,7.88E-05,5.91E-05,0.9998621
지금 힘든 사람은 '이 마인드' 하나면 무조건 성공합니다 [강희운 2부 / 27세 집2채로 흙수저 탈출],2021-11-06,0.001088494,0.005561612,0.99334985,0.000267389,0.000195098,0.9995376
"빚내서 주식, 부동산 투자한 사람들이 성공한 이유 [박세익 1부/체슬리주식회사 전무]",2021-11-06,0.002449598,0.014817088,0.9827333,0.000152818,0.000130498,0.9997167
부읽남 말대로 살았더니 집2채 가지고 27세에 퇴사했습니다 [강희운/부읽남키즈],2021-11-05,0.001375164,0.006963099,0.9916617,0.000390979,0.001125582,0.9984835
사상초유 ‘왕릉뷰 3400가구 아파트’ 부술 위기? & 숨막히는 대출규제 선폭풍｜부동산뉴스,2021-11-04,0.002572062,0.04209331,0.95533466,3.81E-05,0.000126583,0.99983525
당첨되면 ‘4억’ 뚝 떨어지는 부동산판 오징어게임 탄생｜부동산뉴스,2021-11-04,0.001958853,0.011021173,0.98701996,6.03E-05,6.36E-05,0.999876
특히 이런 분들은 부동산 투자하면 대박납니다 [100억 부자 강호동 대표],2021-11-03,0.001649868,0.019512495,0.97883755,0.001873789,0.000311533,0.99781466
고통스러운 월세에서 벗어나는 현실적인 방법 [100억 부자 강호동/라라브레드 대표],2021-11-02,0.000944733,0.01338431,0.98567086,9.77E-05,7.94E-05,0.99982303
내 집 한 채가 필요한 분들은 ‘이렇게’ 하세요 [김인만 4부],2021-11-01,0.000386724,0.002592848,0.9970204,8.90E-05,8.85E-05,0.99982244
누더기 부동산 정책 ‘이렇게’ 바뀌면 모두 편안합니다 [김인만 3부],2021-11-01,0.001286294,0.006049607,0.9926641,3.88E-05,4.19E-05,0.9999193
부자가 되려는 사람이 결국 '부동산 투자'하는 이유 [김유라/내집마련가계부 작가],2021-10-31,0.000754471,0.011811439,0.98743415,0.000214754,0.000220611,0.9995647
결혼에 대한 고찰 : 매력적인 결혼 상대가 되는 방법,2021-10-30,0.000552173,0.001790374,0.9976575,6.65E-05,4.34E-05,0.9998901
"아이 셋 엄마, 월급 250만원으로 연 2천만원 모아 부동산 투자 성공한 방법 [김유라/내집마련가계부 작가]",2021-10-30,0.00105937,0.023442771,0.97549784,0.000704893,0.000178511,0.9991166
한국에만 있는 전세가 사실은 위험한 이유 [김인만 2부/김인만부동산연구소장],2021-10-29,0.001150805,0.01907706,0.97977203,4.92E-05,6.50E-05,0.9998858
2025년 기점으로 바뀔 부동산 시장 분위기 [김인만 1부/김인만부동산연구소장],2021-10-28,0.017393205,0.01084539,0.9717614,4.40E-05,3.71E-05,0.9999188
내집 마련 고민중이라면 반드시 알아야 할 이것 [KB부동산],2021-10-27,0.000349859,0.001109458,0.9985405,4.64E-05,4.15E-05,0.99991214
대출규제 추가대책 분석 하..기훈이형 제발!,2021-10-27,0.007709434,0.015694411,0.9765962,4.06E-05,4.39E-05,0.9999155
충동적인 구축 매수가 위험한 이유 [심교언 / 건국대 부동산학과 교수],2021-10-26,0.002366887,0.01144803,0.986185,0.000123676,7.84E-05,0.9997979
부동산 투자 물리는 사람들 특징 [@buryong_tv ],2021-10-25,0.000764813,0.0030947,0.99614066,7.18E-05,5.50E-05,0.99987316
‘타워팰리스 산 중국인’으로 보는 중국 부동산 쇼핑 [조용찬 미중경제산업연구소장],2021-10-24,0.001523529,0.00498768,0.9934887,3.78E-05,4.92E-05,0.9999131
"집값 폭등, 이제는 조정이 필요한 이유는? [심교언/건국대 부동산학과 교수]",2021-10-23,0.012965551,0.02010253,0.966932,3.82E-05,4.77E-05,0.99991417
부자들이 10년 앞서서 사모으는 아파트 특징 [@ppassong ],2021-10-22,0.000724096,0.0075776,0.99169827,4.95E-05,3.08E-05,0.9999198
"분노한 국민들, 일부 풀린 대출 규제",2021-10-21,0.00132745,0.011359395,0.9873132,8.38E-05,0.000163363,0.9997528
"대세는 똘똘한 한채✔ 무주택, 1주택, 다주택 포지션별 전략은?",2021-10-20,0.001214753,0.004901802,0.99388343,4.42E-05,3.96E-05,0.9999162
오르는 지역을 알아보는 부동산 상승신호 2가지 [@buryong_tv ],2021-10-19,0.001975709,0.011373088,0.9866512,6.72E-05,3.90E-05,0.9998938
"90%가 답답한 부동산 시장, 하락 조건도 없다면? [@ppassong]",2021-10-18,0.00421937,0.006770112,0.98901045,3.68E-05,5.44E-05,0.9999088
2021년 도대체 왜 이렇게 집값이 폭등했을까?,2021-10-17,0.002914028,0.015255481,0.98183054,6.54E-05,6.66E-05,0.9998679
"100억 우스운 중국 집값, 지갑 6개 모아서 집 사는 이유는? [조용찬 미중경제산업연구소장]",2021-10-16,0.001188347,0.008536628,0.990275,4.00E-05,4.40E-05,0.9999161
고작 1평으로 연매출 30억을 만드는 방법 [자판기 사업왕 하프스페이스 정성운 대표],2021-10-15,0.00289211,0.016258234,0.98084974,0.001044548,0.000428434,0.99852705
"헝다발 중국판 리먼사태 불안감 확산, 진실은? [조용찬 미중경제산업연구소장]",2021-10-14,0.001090575,0.017539145,0.9813703,5.76E-05,0.000752843,0.9991897
"부동산 대출 규제 후폭풍 ""이러다가는 다 죽는다"" 대출 = 오징어게임?",2021-10-13,0.003455616,0.026490038,0.9700544,3.74E-05,4.43E-05,0.99991834
운을 돈으로 바꾸는 자수성가 부자들의 7가지 비밀[@lucky_tv ],2021-10-12,0.001085558,0.014090912,0.9848235,0.000274766,0.000149818,0.99957544
이 마인드로 재개발 재건축 투자하면 편해집니다[@iamhappyteacher],2021-10-11,0.000728104,0.008827849,0.990444,0.000449788,0.000127416,0.9994229
내가 헛된 희망보다 불편한 현실을 말하는 이유,2021-10-10,0.000807134,0.009854622,0.9893383,9.40E-05,0.000212266,0.9996939
화천대유 시행 '판교SK뷰테라스' 줍줍 4만명 / 중국인 89억 타워팰리스 / 재산세 폭탄? [@TV-ft2ik 김현우 행복자산관리연구소장],2021-10-09,0.001516206,0.005826997,0.9926568,4.50E-05,6.17E-05,0.9998934
결혼 후 고민 1순위 차 살까 VS 집 살까[@user-iy8mp3yq5i],2021-10-08,0.000671583,0.009966361,0.9893619,5.61E-05,4.48E-05,0.999899
집값 폭등한 이 시점에 강남이 오히려 싸다고 하는 이유,2021-10-07,0.009520687,0.010979355,0.97950006,5.70E-05,5.75E-05,0.99988556
"고강도 대출 규제, 진짜 시작되었다",2021-10-06,0.003449671,0.023994613,0.9725557,8.89E-05,5.35E-05,0.99985766
폭락론 빠져있던 20대가 1억으로 ‘내 집 마련’한 사연[@zzanboo 2부],2021-10-05,0.001010122,0.008177869,0.990812,0.000166905,0.000340912,0.99949217
폭락론 빠져있던 20대가 1억으로 '내 집 마련'한 사연[@zzanboo 1부],2021-10-04,0.000953552,0.01010204,0.98894435,0.000186772,0.000397692,0.9994155
4평 원룸에서 월급 80% 저축해 아파트 샀습니다[@user-iy8mp3yq5i],2021-10-03,0.003303713,0.016172333,0.98052394,0.000174842,0.000126236,0.999699
청약에 목매진 마시고 당첨확률은 ‘이렇게’ 올리세요 [@iamhappyteacher ],2021-10-02,0.000391069,0.01075911,0.9888498,4.64E-05,7.21E-05,0.9998815
중국발 금융위기가 온다는데 집을 사야 하나요,2021-10-01,0.002906885,0.029922804,0.9671703,0.000503748,0.015504126,0.98399216
연말 전세대책 발표가 두려운 이유,2021-09-30,0.001232822,0.015248229,0.98351896,4.22E-05,8.74E-05,0.9998704
전세대출 규제로 내년 집값은 이렇게 바뀝니다,2021-09-29,0.00192815,0.00681877,0.9912531,4.83E-05,3.52E-05,0.99991643
"지하철 들어오면 집값 오른다, 바로 '이곳'입니다 [표찬(밴더빌트) 하우에스테이트 대표 @싸부TV]",2021-09-28,0.008503394,0.008807915,0.98268867,4.35E-05,4.52E-05,0.9999113
"복잡한 부동산 세금, 이 영상 하나로 끝냅니다[부읽남의 돈워리 이승현 회계사 풀버전]",2021-09-27,0.002320586,0.009562255,0.98811716,4.75E-05,3.35E-05,0.99991894
"일하지 않아도 평생 월 500 버는 방법[부읽남의 돈워리, @sosumonkey 2부]",2021-09-24,0.044102453,0.018523637,0.937374,0.001130909,0.000310567,0.9985586
300만원을 3천만원으로 만드는 가장 현실적인 방법[부읽남의 돈워리@sosumonkey 1부],2021-09-23,0.001341236,0.011054049,0.9876047,0.000360434,9.34E-05,0.9995461
🌕추석특집🌕 지금이 기회입니다. 당신의 인생을 바꿀 2022 투자방법[인호 고려대학교 불록체인연구소 소장 풀버전],2021-09-21,0.005484907,0.002215972,0.99229914,4.14E-05,3.36E-05,0.999925
"🌕추석특집🌕 남은시간 10년, 한국도 일본식 부동산 붕괴올까? [ 박정호 교수, @pjhtv 풀버전]",2021-09-20,0.001518957,0.009092067,0.989389,2.80E-05,5.37E-05,0.99991834
"🌕추석특집🌕 하반기 부동산 시장, 안타깝지만 이렇게 됩니다 [홍춘욱박사,@chunukhong 풀버전]",2021-09-19,0.000780051,0.017270347,0.9819496,4.29E-05,5.22E-05,0.9999049
🌕추석특집🌕 월급 중독에서 탈출하는 가장 현실적인 방법 [@ssidp 풀버전],2021-09-18,0.001326077,0.010955824,0.9877181,3.85E-05,3.75E-05,0.99992394
집값 폭등으로 속상한 사람들을 위한 조언,2021-09-17,0.000717981,0.016842268,0.9824398,4.12E-05,8.13E-05,0.99987745
우리 집 전세가 폭등한 이유는 '이것' 때문입니다,2021-09-16,0.003803411,0.012729756,0.9834669,0.000198602,0.000336265,0.99946517
"11번째 바뀐 청약 제도, 문제는 그게 아닙니다",2021-09-15,0.001296122,0.006895065,0.9918087,4.28E-05,4.91E-05,0.9999081
절대 실패하지 않는 상가 투자 비법 2부[ @zong6262 ],2021-09-14,0.001114032,0.004632356,0.99425364,5.80E-05,4.62E-05,0.9998957
절대 실패하지 않는 상가 투자 비법 1부[@zong6262 ],2021-09-13,0.000839129,0.017159296,0.9820016,5.28E-05,4.29E-05,0.9999043
집에서 내 아이를 금융영재로 만드는 방법🙋‍♂️🙋‍♀️[옥효진@TaxKids ],2021-09-11,0.000466402,0.001615374,0.9979182,4.76E-05,3.31E-05,0.9999193
제 2의 수도권 탄생? 전세계에 퍼지는 신(新)부동산 트렌드 메가시티는 무엇일까,2021-09-10,0.00141586,0.023515314,0.9750688,4.84E-05,3.19E-05,0.9999198
"서울 집값이 비정상이라고 생각한다면, 이 영상을 보세요",2021-09-09,0.000658402,0.011927535,0.987414,3.99E-05,5.85E-05,0.99990165
말 많던 사전청약 결과 발표났다. 당첨자+탈락자 모두 준비해야할 '이것'은?,2021-09-08,0.001392961,0.008928794,0.98967814,4.09E-05,6.52E-05,0.9998939
"교실에서 투자하는 금융영재 초등학생들🙋‍♂️🙋‍♀️ [옥효진, @TaxKids ]",2021-09-07,0.001931371,0.008359907,0.9897087,7.83E-05,7.13E-05,0.9998504
"교실에서 월급 받는 금융영재 초등학생들🙋‍♂️🙋‍♀️ [옥효진, @TaxKids ]",2021-09-06,0.001553909,0.002993312,0.99545276,4.71E-05,4.39E-05,0.99990904
"주택매매 40%가 2030, 부동산에서 희망을 찾는 MZ세대",2021-09-05,0.000837465,0.012564829,0.98659766,0.000158816,8.70E-05,0.99975413
"한국인이 못 들어가는 한국 땅, 세계에서 가장 큰 미군기지 클라스",2021-09-04,0.0010856,0.012680166,0.98623425,0.000236671,0.00039288,0.9993704
미국 서브프라임 사태와 한국 부동산 시장의 결정적 차이(feat.#빅쇼트),2021-09-04,0.00134476,0.028224954,0.9704303,0.00030168,0.000467842,0.9992304
"외국인에게 해당 없는 대출규제, 공정한 게임이 아닙니다.",2021-09-03,0.009779657,0.007755952,0.9824644,5.32E-05,5.98E-05,0.9998869
금리인상과 대출규제가 가져올 하반기 부동산 시장의 변화,2021-09-02,0.005525483,0.017102791,0.97737175,4.87E-05,3.30E-05,0.9999182
"14만 가구 공급되는 제3차 신규 공공택지 확정, 입주 시기는 언제?",2021-09-01,0.004680913,0.012236096,0.98308295,4.05E-05,5.57E-05,0.9999037
"그때의 선택을 후회하더라도, 절대 포기하면 안 되는 이유",2021-08-29,0.000275753,0.016000284,0.98372394,0.000213156,0.000869612,0.9989172
폭락을 우려할 때 조용히 돈 버는 사람의 특징,2021-08-28,0.001581494,0.009582175,0.9888362,0.001687876,0.00471956,0.99359256
"이상했던 정부의 집값 통계, 표본 수정하자 신고가 경신",2021-08-27,0.008816946,0.030156037,0.96102697,7.42E-05,5.81E-05,0.9998677
대출절벽 공포에 창구로 달려가는 사람들,2021-08-26,0.005642104,0.020454086,0.9739038,4.75E-05,0.00045808,0.99949443
"극심한 수도권 쏠림, 지방광역시까지 흡수하고 있다",2021-08-24,0.002611393,0.001521012,0.9958676,4.83E-05,6.23E-05,0.9998895
"부동산 거래 전 이 어플은 꼭 설치하세요 [이참솔, 인공지능전문가 / 리턴제로CEO]",2021-08-23,0.009398494,0.003398274,0.98720324,4.66E-05,4.42E-05,0.99990916
부동산 투자자의 손엔 이 스마트폰이 있어야 합니다,2021-08-22,0.035255607,0.023726078,0.94101834,0.000106357,9.50E-05,0.9997987
로또 청약이 만든 부동한 시장의 불편한 진실,2021-08-20,0.001033586,0.017241398,0.981725,6.26E-05,7.29E-05,0.99986446
'경제자유구역' 만들었더니 폭풍 호재에 신고가 속출하는 신도시들,2021-08-19,0.001672204,0.036362555,0.96196526,0.023709169,0.002065764,0.9742251
"🇨🇳중국인의 땅 사랑이 한반도에 미치는 영향 [박정호, 명지대 교수@pjhtv 3부]",2021-08-18,0.00231227,0.00467884,0.993009,6.12E-05,4.11E-05,0.9998977
"한국 VS 일본🇯🇵, 인구감소로 완전히 달라질 집값 시나리오 [박정호, 명지대 교수 @pjhtv 2부]",2021-08-17,0.005178606,0.010875305,0.98394614,3.43E-05,4.82E-05,0.9999175
"🇰🇷한국 부동산이 일본 부동산을 따라가지 않는 이유 [박정호, 명지대 교수 @pjhtv 1부]",2021-08-16,0.000893181,0.009987719,0.9891191,6.68E-05,4.56E-05,0.9998876
아파트 이름이 길어질수록 가격은 올라가는 신기한 현상,2021-08-14,0.009535899,0.007729739,0.98273444,6.11E-05,4.30E-05,0.99989593
위기를 절호의 기회로 바꿀 첫 단추,2021-08-13,0.000939806,0.007641692,0.9914185,0.034074392,0.36534435,0.6005813
